English,Kiswahili,Ekegusii,Domain
"We cannot stay in this dark cold pool any longer, they said to each other. Let us go up and see the earth above. How will we live on earth? said the smaller snake. Will we crawl on our bellies?","“Hatuwezi kuendelea kuishi kwenye dimbwi hili lenye giza na baridi,” waliambiana. “Twende kule juu tukaione ardhi.” “Tutawezaje kuishi kwenye ardhi?” yule nyoka mdogo aliuliza. “Je, tutatambaa kwa matumbo?”",“Titokegenderera kemenya ase egesunte eke iga namache aya amakendu goetani rero.” ching’iti chiria chigetebia. “Tiga togende igoro ase ense torore riroba riria. “Inaki toramenye ase ense” eng’iti eria enke ekaboria. “Ntonyare kouagura nechinda chiato?”,Literature
"The birds of the air will not laugh at us for being so low, said her friend. We will not crawl, we will walk! Very slowly the snakes uncoiled themselves. Close together they began to swim up, up, to the light above.","“Ndege wa angani hawatatucheka na kutuona duni,” mwenzake alimjibu. “Hatutatambaa, tutatembea!” Nyoka hao walijikunjua polepole. Wakaanza kuogelea na kuogelea wakielekea juu kwenye mwangaza.","Chinyoni chiria chikoiruruka tichigotosekerera kobera nse,” mosani oye agateba. “ekiagera titokouagura, nigo naintwe torabe togotara!” Ng’ora ng’ora hing’iti ciria chigachaka kweng’usororia. Chire amo ang’e ang’e cigachaka goaka ontimbu gochia ase oborabu boria igoro.",Literature
"And as they reached the surface of the water, a strange thing happened. The tips of their tails split into two. They grew limbs with feet and toes. From just beneath their heads grew two arms with hands and fingers.","Walipokaribia juu ya maji, maajabu yalitendeka. Mikia yao iligawika mara mbili wakawa na miguu yenye vidole. Na mikono miwili yenye vidole ilitokea chini ya vichwa vyao.","Riria buna chigochia goika igoro y’amache aria, egento kiogokumia gekaba. Omoerio bw’emincha biabo bikabagana bikaba bibere – bikaba amagoro abwate ebiara. Na korwa nse yemetwe yabo, amaboko abere nebiara amo nenchinchara bikamera.",Literature
"They were no longer snakes, but Man and Woman.","Hawakuwa nyoka tena, kwani sasa waligeuka na kuwa mume na mke. Walitazamana na kupendana kama mume na mke.","Korwa engaki eyio kogenderera bagatiga koba ching’iti, bono bakaba abanto, Omosacha nomokungu. Riria buna bakwenakwerigereria, baganchana.",Literature
"We will make our home in the hills, said Woman. Each morning we will see the sun rise and feel it warm on our backs. We will look after the grass and the trees, said Man. And be friends with Bird and Beast.","“Tutajenga nyumba juu milimani,” Mke alisema. “Kila siku tutaliona jua likitoka na kufurahia joto lake.” “Na tutalinda nyasi na miti,” Mume alisema. “Tutakuwa marafiki wa ndege na wanyama.”",“Togende tomenye ebitunwa iria igoro” omokungu oria agateba. “Kera emaambia tonyare korora omogaso gokooroka naboigo konyora riberera riaye” Tonyare korenda obonyansi nemete yonsi pi. Omosacha oria agateba. “Na igo korosia abasani necinyoni chionsi ame nemenyama yonsi pi.“,Literature
"Come, said First Man. I will, said First Woman. And they walked out together into their new world.","“Hebu njoo,” Mume wa Kwanza alisema. “Naam,” akajibu Mke wa Kwanza. Kisha wakatembea pamoja kwenye ulimwengu wao mpya.","“Inchwo,” omosacha oria omotang’ani “Nachire,” omokungu oria omotang’ani akairaneria Naende bagatara amo gochia ase ense eria yabo enyia.",Literature
"Once upon a time, there was a boy called Demane. He had a twin sister called Demazane.","Hapo zamani za kale paliondokea mvulana mmoja aliyeitwa Demane. Alikuwa na pacha mwenzake aliyeitwa Demazane. Wazazi wao walipofariki, Demane na Demazane walienda kuishi na mjomba wao. Huko kwa mjomba wao, walitendewa mabaya. Walichapwa kwa vibiko virefu, na walipewa uji mwepesi mara moja tu kwa siku. Kwa sababu hiyo, walitoroka.","Abwo kare omomura narenge ororo orenge korokwa Demane. Nigo abwate esare yambwabo orenge korokwa Demazana. Ekero abaibori babo bakwete nigo bachiete komenya na ise moke. Korende nigo bachandetwe mono. Nigo barenge goitwa nebiranya ebitambe, naboigo bakaba bakoegwa erongori yoka naende rimo rioka kera rituko. Igo bagatama.",Literature
"When their mother and father died, they went to stay with their uncle. But they were badly treated. They were beaten with long sticks, and given thin porridge only once a day for food. So they ran away.","Hawakuwa na nyumba ya kuishi. Waliona pango wakaamua kuishi ndani mwake. Waliogopa kwa sababu walisikia kwamba majitu yaliyokula watu yaliishi karibu. Kwa hivyo waliunda mlango wenye nguvu. Wakafunga kiingilio na kuacha mashimo mawili ya kupitisha hewa na mwangaza. Kisha Demane akamwambia dadake, “Baki humu pangoni nikatafute chakula. Na usipike nyama kamwe. Majitu hupenda sana harufu ya nyama.","Bakanyora ekerongo bakamenya ime. Nigo baoboete mono ekiagera nigo barenge koigwa buna abanto mbare barenge koria abande. Na abanto aba nigo bamenyete ase ebitunwa. Igo bakarosia omorangu omokongu gokuneka egesoerio, nechingoro ibere chioka ase ensemo eyemo yekerong keria erinde embeo noborabu binyare gosoa. Demane akamoonya mosubati omwabo, “Bera igaiga ase ekerongo eke erinde nche ing’ende koinda, naende tobaisa koiyeka nyama ende yonsi. Abanto baria bakoria abanto nigo banchete ogotioka kwe’nyama.",Literature
"They found a cave to live in. They were scared because they had heard that there were cannibals living in the hills. So they made a strong door to cover the entrance, with only two holes to let in air and light. Demane warned his sister, Stay in the cave while I am out hunting, and dont cook any meat. Cannibals love the smell of cooking meat.","Kila jioni Demane alirudi na nyama aliyowinda – sungura, ndege au paa. Kila aliporudi pangoni aliimba: Demazane, Demazane, nimefika kwenye pango, nifungulie mlango, ndiye mimi si uongo, nimewinda na korongo, tupike kwa kikaango, ufungue kwa mpango, asiingie muongo.”","Kera emarorogoba Demane akaba gakorenta kende gionsi konyora aitire – buna egesusu amo neng’uko. Kero arenge koirana, nigo arenge gotera: Demazana, Demazana,?Omwana o mama, ing’igorere ekerongo eke, chinyoni nabo chirasoe. Naende nigo kebwate chingoro ibere.”",Literature
"Each evening Demane brought back something he had killed – a hare or some birds or a small buck. As he came to the cave, he sang, Demazane, Demazane, child of my mother, open this cave to me. The swallows can enter it. It has two holes.","Demazane alichoka sana kukaa pangoni peke yake. Basi siku moja kakake alipoondoka, naye Demazane alitoka na kwenda matembezi. Aliona mto mdogo akaogelea kwa furaha sana. Pia alipanda miti akaendelea kustarehe. Alifurahia uhuru wa kucheza. “Labda hakuna majitu,” aliwaza. “Pengine mjomba alisema kuna majitu ili kututisha tu.”","Demazane akarosa kobera ere bweka ase ekerongo keria kera rituko. Igo rituko erimo, ekero momura omwabo asogete isiko gochia koinda na gotega emenyama, agasoka nere korora. Akanyora oroche agasoa ime gochiesa, na korina emete igoro. Akaigwa buya koba isiko ye’kerongo keria. “Oranyore,” banto tibaiyo bakoria abande. Gose onyore buna tata moke nigo arenge gototebia igo erinde tooboe.”",Literature
"Demazane found it very boring to stay in the cave all day. So one day, when her brother had gone, she went out to explore. She found a stream to play in, and some trees to climb. She felt free and happy. Perhaps, she thought, there are no cannibals. Perhaps Uncle said there were cannibals just to frighten us.","Kesho yake alipata ukakamavu, akawasha moto ili kuondoa baridi. Lakini aliwasha moto huo ndani ya pango kwa kuogopa majitu. Aliufunga mlango kabisa. “Nina hakika hakuna hatari nikichoma nyama kwa moto huu. Chakula cha kuchomwa ni kitamu.”",Rituko riria riarenge kobwatia akaba omoremu mono gouta omorero erinde anyare koigwa riberera. Gotatiga rende anyuotete ime yekerongo keria omorangu oria gosiekire – erio anyare koba tu ase omorembe. “Ninde nobomaene buna kende tikeiyo kerakorekane ing’ise gosamba akanyama gake igo. Nigo erabe buya koria endagera eiyekire.”,Literature
The next day she felt bold enough to make a fire to warm herself. But she made it inside the cave with the door firmly shut – just to be on the safe side. Im sure it wont matter if I put a little meat on the fire. It will be so good to have a cooked meal.,"Demane aliporudi nyumbani aliimba kama kawaida: Demazane, Demazane, nimefika kwenye pango, nifungulie mlango, ndiye mimi si uongo, nimewinda na korongo, tupike kwa kikaango, ufungue kwa mpango, asiingie muongo.” Alimfungulia mlango akaingia. Alipoona nyama iliyochomwa. Demane aliuliza, “Ulichomaje nyama bila moto?” “Nilichoma nyama hii kwenye jua nje ya pango,” Demazane alijibu upesi. Kwa vile Demane alikuwa amechoka hakuuliza swali tena. Waliketi wakendelea kufurahia chakula.","Ekero momura omwabo airanete agatera buna yarenge ekawaida, Demazana, Demazana,?Omwana o mama, Igora ing’igorere ekerongo eke. Ebinyoni nabo bigosoa. Naende nigo kebwate chingoro ibere.” Akaigora omorangu oria erinde asoe. Ekero aroche enyama eria eiyekire, Demane akamoboria, “Inaki gwakora iga otabwate omorero?” “Nigo naanekera enyama eye ase omogaso isiko” Demazane akairaneria bwango. Demane buna arosete tachia koamererania nere, igo bagaikaransa nse koragera amo.",Literature
"When her brother came home he sang as usual,Demazane, Demazane, child of my mother, open this cave to me. The swallows can enter it. It has two holes. She opened the door and let him in. When he saw the cooked meat, Demane asked, How did you do this without a fire? I dried the meat in the sun outside the cave, Demazane replied quickly. Demane was too tired to argue, and they sat down to enjoy the meal together.","Siku iliyofuata Demazane aliwasha moto na akachoma nyama tena. Alpomaliza kutayarisha ile nyama alisikia sauti ikiimba kwenye mlango wa pango. Demazane, Demazane, nimefika kwenye pango, nifungulie mlango, ndiye mimi si uongo, nimewinda na korongo, tupike kwa kikaango, ufungue kwa mpango, asiingie muongo.” Lakini sauti hiyo haikuwa kama ya kakake. Basi akasema: Hapana, wewe si kakangu. sauti hiyo si yake.","Rituko riria riarenge kobwatia, agauta omorero naende nakoiyeka enyama yende. Riria are ange’ gokora koiyeka akaigwa ogotera isiko yegesieri kiabo, Demazana, Demazana,?Omwana o mama, Ing’igorere ekerongo eke. Ebinyoni nabo bigosoa. Naende nigo kebwate chingoro ibere.” Gotatiga riogi riria tiriarenge buna eria momura omwabo. Demazana agateba: “Yaya, aye tori oyominto, riogi riao tiriri buna eriaye.” Akarema koba ime yekerongo keria.",Literature
"The next day, she made a fire and cooked meat again. She had just finished when a voice sang outside the door, Demazane, Demazane, child of my mother, open this cave to me. The swallows can enter it. It has two holes. But the voice did not sound like her brothers. Demazane said, No. You are not my brother. Your voice is not like his. She felt safe in the cave.","Baada ya muda mfupi alisikia sauti tena ikiimba: Demazane Demazane, nimefika kwenye pango, nifungulie mlango, ndiye mimi si uongo, nimewinda na korongo, tupike kwa kikaango, ufungue kwa mpango, asiingie muongo.” Sauti hiyo ilifanana na ya kakake. Kwa hivyo alifungua mlango.","Ake igo akaigwa naende omonto kagotera isiko yekerongo keria, “Tiga insoe mosubati ominto.” Ing’igorere omwana ominto. Omwana o mama, Ing’igorere ekerongo eke. Ebinyoni nabo bigosoa. Naende nigo kebwate chingoro ibere.” Eriogi riria nigo riarenge buna eriamomura omwabo, igo akamoigorera.",Literature
"A little while later, someone was singing outside the cave again, Do let me in, my sister.Demazane, Demazane, child of my mother, open this cave to me. The swallows can enter it. It has two holes. The voice sounded just like her brothers, so she opened the door.",Jitu kubwa lenye nywele mwili mzima lilijaa mlangoni. Likamchukua Demazane haraka. Hangeweza kutoka. Lakini Demazane aliokota jivu la jikoni akabeba. Alipokuwa akibebwa alimimina jivu lile njiani walikopitia.,"Omosacha oyomo omoneene omerete etukia omobere bwensi agaichora ekerongo keria ime. Akamong’usa Demazane atarachi gotama. Demazane akanyaro kobogoria ribu ike. Riria buna abogoirie kogenda, akanyakoruta ribu riria nchera kogenda.",Literature
"A huge hairy man filled the opening of the cave. He grabbed Demazane before she could run away. Demazane just had time to pick up some ashes from the fire. As she was being carried away, she dropped some ashes here and there along the path.",Demane aliporudi alipata mlango ukiwa wazi na Demazane hakuwa ndani ... Lakini aliona jivu lililomwagwa kulekea msituni. Alifuata jivu hilo mpaka alipoona moto mbali.,"Rituko riria egento gioka Demane anyarete gotega nekonu yenchinchoke – nigo ayebogoretie ime yegunia abwate mogongo oye. Ekero airanete, akanyora egesieri kegoire na mosubati omwabo taiyo...gotatiga rende aroche ribu risiareire nchera goeta gochia emete ime. Akabwatia ribu riria nchera kogenda baka akarora omorero bosio bwaye.",Literature
"That day, all Demane had managed to trap was a hive full of bees. He carried them in a thick bag slung over his shoulder. When he came to the cave, he found the door open and his sister gone. But there were ashes pointing the way into the woods. He followed the ash along the path until he saw a fire in the distance.","Demane aliona jitu lililojaa nywele limeketi karibu na moto. Mfuko mkubwa ulikuwa karibu naye. Alisongea karibu na jitu hilo akijifanya anachechemea kama mtu aliyeumia mguu. “Tafadhali baba,” Demane alisema, “naomba unisaidie. Nimeumia mguu. Naomba maji ya kunywa.” Jitu likasema, “Ngoja nikuletee maji lakini usiguse mfuko wangu. Jitu lilisema huku likiweka mfuko ule vizuri ndani ya nyumba.","Ang’e nomorero oria omosacha omoneene omerete etukia omobere bwensi naikaransete aroro negunia eneene kere ensemo. Demane agatara mbaka as’are kagosogora buna oria oumiete.. “Gaki tata one, nonkonye? Naumiire okogoro kwane. Inkonye amache yokonywa.” Omosacha oria akairaneria, “Nigo indakoretere amache rioka ekero orang’eneki na kong’a oboene buna togokuna gunia yane.” akagacha egunia eria buuya nyomba mwaye.",Literature
"Near the fire was a huge hairy man sitting with a large bag next to him. Demane walked up to the man, pretending to limp, Please, father, can you help me? Ive hurt my leg. I need some water. The man replied, Ill get you some water, if you will promise not to touch my bag. And he put the bag carefully in his hut.","Lakini jitu lilipoondoka kwenda mtoni, Demane alikata kamba ya mfuko. Ulifunguka na dadake akatoka. Demane alibadilisha mfuko huo na mfuko wake uliojaa nyuki. Kisha yeye na dadake wakajificha na kungoja kuona kile ambacho kingetokea.","Riria buna achire iga, Demane akabutora engori yasibete egunia eria na mosubati omwabo agasoka. Demane akairania egunia eria yaye yabwate chinchoke ribaga yeria yabwate mosubati omwabo nakoganya korora ninki kerabe.",Literature
"But when he had gone, Demane cut the string of the bag, and out climbed his sister. Demane replaced the bag with his own bag full of bees. Brother and sister hid and waited to see what would happen.","Jitu lilirudi na maji pamoja na watoto wake wawili – msichana na mvulana. Likamwambia msichana, Kuna mlo mtamu ndani ya mfuko. Nenda ukaulete! Msichana alifungua mfuko kuona kilichokuwa ndani. Nyuki walimwuma mkono akalia akisema kwa sauti, “Inauma, inauma...” “Nenda ukamsaidie,” jitu lilimwambia mvulana kwa sauti. Pia mvulana aliumwa akalia kwa uchungu.","Ekero omosacha oria airanete namache, momura na mosubati baye bagacha nere. Agatebia omosubati oye, “Egento ekiya nkere ase egunia eria ere nyomba. Genda!onyerente igaa!” akaigora egunia eria ake igo korora ninki kiarenge ime yaye, gotatiga chinchoke chiria chikamoroma okoboko. Akarangeria kagoteba, “Nigo gekoroma.” Agatebia momura omwabo “Genda omokonye korenta!” Korende amachibu akaba boo naende.",Literature
"When the man came with the water, his son and daughter came with him. He said to his daughter, There is something nice in the bag in our hut. Go! Bring it! She opened the bag a little to see what it was, but the bees stung her hand, and she called out, It is biting. Go and help her! he shouted to his son. But the result was the same.","“Msinifanye mjinga,” jitu lilisema kwa sauti likajitoma ndani ya nyumba. Lilifunga mlango na kufungua ule mfuko. Nyuki wale walichomoka kwa wingi na kumwuma kichwani, masikioni, na hata kwenye macho. Alishindwa kuona akarukaruka na kulia kwa uchungu mwingi.","“Tiga gonkora omochinga,’ akoga nagosoa nyomba ime. Agasieka omorangu nagosibora egunia eria ere bweka. Chinchoke chiria chigasoka chikamoroma omotwe, emioro, namaiso aye. Agatuma tuma na gokura, gatubetwe amaiso nechinchoke chiria.",Literature
"Dont treat me like a fool, he shouted, and stormed into the hut. He closed the door and opened the bag himself. The angry bees swarmed out and stung his head, his nose, his eyes. Blinded, he jumped about, howling with pain.","Jitu lilikimbia kuelekea kwenye bwawa la maji. Lilichopeka kichwa kwenye matope likakwama huko. Liligeuka na kuwa kisiki cha mti uliokatwa. Nyuki walijenga nyumba yao kwenye kisiki hicho. Baadaye, Demane na Demazane walifurahia asali tamu kutoka kwa mzinga huo wa nyuki.","Akaminyoka na kogwa nomotwe ime yamache, omotwe oye okananta ase esike. Agaonchokera omote orenge ang’e naende akanyora nekonu yechinchoke. Korwa abuo ase engaki etambe, Demane na Demazane bakaria oboke obwansu korwa ase ekonu eria.",Literature
"Long, long ago, the Sky God, Nyame, kept all stories locked in a wooden box, high in the sky. People down on earth had no stories to tell and they were very sad. They asked Anansi the clever Spider to help them.","Hapo zamani za kale, Mungu wa Mbinguni, Nyamae, alizifungia hadithi zote kwenye sanduku la mbao, huko juu. Watu hapa duniani walihuzunika sana kwa kuwa hawakuhadithiana. Wakamwuliza Anansi, buibui, mwerevu awasaidie.","Kare, kare, abwo kare sana, Nyasaye Bwerioba igoro, nigo agachete emegano nakoyebungera ase esanduku yarosaeirie emete, aaria ase erioba igoro. Abanto nse igaa ase ense tibabwate megano yokoorokeria na igo nigo bagechirie sana. Tibarenge na mogoko. Bakaboria Anansi, oronyambobe oronyambobe roria orongaini robakonye.",Literature
"Anansi spun a long thread, and climbed up his sticky thread all the way to heaven. Can I have the stories, please? he asked the Sky God. But Nyame laughed at Anansi and said, Oh, these are very expensive stories. You wouldnt be able to pay for them, little spider.","Anansi alisokota utando mrefu unaonata, akautumia kupanda hadi mbinguni. “Tafadhali nipe hadithi?” Anansi alimwambia Mungu wa Mbinguni. Lakini Nyamae alimcheka Anansi akisema, “Hadithi hizi ni ghali mno. Hutaweza kuzilipia, buibui mdogo, wee.”","Anansi, akarosia eusi etaambe nakorina eusi eria yarenge konanta mbaka igoro o’nyasae. “Ninyore emegano aria, gaki?” akaboria Nyasae Bwe’rioba. Rakini Nyame akamosekerera kagoteba, “ Obe, emegano eye nigo ere yerigori rinene. Tokonyara koyeakanera aye, akanyambobe aka.”",Literature
"How much do the stories cost? asked Anansi. Youll have to bring me three rare and fierce animals, Nyame answered, A leopard with sharp teeth like spears, a hornet that stings people, and a snake that swallows people whole. He laughed and laughed. He thought his stories were quite safe.","“Hadithi hugharimu pesa ngapi?” Anansi aliuliza.” “Itabidi uniletee wanyama watatu wakali na wa kipekee”, Nyamae alijibu, “chui mwenye meno makali kama mkuki, nyigu anayewauma watu, na nyoka anayewameza watu.” Alicheka na kucheka. Alidhani kwamba hadithi zake zilikuwa salama.","“Nechibesa irenga emegano eye eragorwe?” Anansi akaboria. “Goika ondetere emenyama etatu emiya naende emekari,” Nyame akamoiraneria, “echui eria ebwate amaino amoge buna amatimo, ekiarambe keria gekorasa abanto, ne’ng’iti eria ekomera abanto abagima. Agaseka naende agaseka mbaka amaiso aye akarwa amariga. Akarengereria buna emegano eria nigo yagachire buya mono.",Literature
"So Anansi climbed slowly back down his sticky thread to the earth. He thought and he thought, and he came up with a plan. He dug a deep hole, covered it with branches and dirt so it was hidden, and he went home for supper. In the morning, sure enough, a leopard had fallen into his pit. He was furiously scratching at the side of the pit, but he couldnt get out.","Kwa hivyo Anansi alishuka pole pole chini. Aliwaza na kuwazua kisha akapata mpango. Alichimba shimo refu, akalifunika kwa matawi na udongo ili lisionekane, kisha akaenda nyumbani. Asubuhi iliyofuata chui alikuwa ameanguka kwenye shimo. Alikuwa akikwaruza kuta za shimo kwa ghadahbu.","Igo anansi agaika ng’ora ng’ora ase eusi eria yarenge konantananta gochia nse ase ense. Akarengereeria, akamanya koamua korosia omorebio oyo. Akarema engoro etaambe, akayekuneka ne chinsaginsagi chiemete nobochabu bonde erinde anyare kobisa engoro eria, akamanya kogenda nka koria endagera yamarogoba. Mambia yaye, amaene pi akanyora echui yagure engoro eria ime.",Literature
"Oh let me help you, my dear friend! said Anansi. Just lie down on these sticks and Ill pull you out. Anansi wound his sticky web round the leopard and the sticks, and pulled him up to heaven to show the Sky God. But Nyame just laughed and said, Where are the other two?","“Hebu nikusaidie, rafiki yangu.” Anansi alisema.” “Hebu lalia vijiti hivi halafu nitakuvuta nje.” Anansi akautungia utando wake unaonata, kwa mwili wa chui, na vijiti, kisha akamvuta hadi juu kwa Mungu wa Mbinguni. Lakini, Nyamae alimcheka akauliza, “Wale wengine wawili wako wapi?”","Obe gaki, tiga inkokonye, mosani one!” Anansi agateba. “Rara inse igaiga ase ebite ebi erinde inyare gokongusa koru engoro eyio ime.” Korwa aroro Anansi agachaka gosiba echui eria neusi yaye amo nebite, nakomokurura mbaka igoro ase rire gochia komwoorokia Nyasae. Rakini Nyame agaseka tu nakomoboria, “Ng’ai emenyama eria yende ere?",Literature
"So Anansi went back down to earth to get the second creature. He thought and he thought and he came up with a plan. He took a gourd full of water and went to the tree where the hornets lived. He poured out some of the water all over their nest. Then he cut a leaf from a banana tree and held it over his head, and he poured the rest of the water all over himself.","Kwa hivyo, anansi alirudi tena ardhini kumtafuta mnyama wa pili. Alifikiri, akafikiri na hatimaye akaibuka na wazo. Alichukuwa kibuyu kilichojaa maji na kwenda kwenye mti walimoishi nyigu. Akamwagilia nyumba ya nyigu maji mpaka ikalowa kabisa. Kisha akatafuta jani la mgomba akajikinga nalo kichwani, halafu akajimwagilia maji yaliyobaki, kila sehemu ya mwili.","Igo Anansi akairana gocha nse naende gochia kobwata naende omonyama oria okabere. Akarengereeereria no korosia omoroberio onde. Akareta ekerandi geichire namache nakogenda mbaka ase omote oria ase ebiarambe biamenyete. Agaitera amache aria make ase egesera kiabo. Koruoo akabutora rigoma korwa ase ritoke nagwetuba omotwe oye, nakweimorera amache aria amatigari ase omobere oye.",Literature
